airport_group,date,hour,feat_season,feat_sched_flights_cnt,feat_sched_concurrence
B,2025-10-18,11,autumn,0,0
C,2025-10-18,11,autumn,0,0
D,2025-10-18,11,autumn,4,1
E,2025-10-18,11,autumn,2,0
F,2025-10-18,11,autumn,0,0
G,2025-10-18,11,autumn,0,0
A,2025-10-18,12,autumn,0,0
B,2025-10-18,12,autumn,3,1
C,2025-10-18,12,autumn,0,0
D,2025-10-18,12,autumn,1,0
E,2025-10-18,12,autumn,1,0
F,2025-10-18,12,autumn,0,0
G,2025-10-18,12,autumn,0,0
A,2025-10-18,13,autumn,1,0
B,2025-10-18,13,autumn,3,1
C,2025-10-18,13,autumn,0,0
D,2025-10-18,13,autumn,0,0
E,2025-10-18,13,autumn,2,0
F,2025-10-18,13,autumn,0,0
G,2025-10-18,13,autumn,0,0
A,2025-10-18,14,autumn,4,1
B,2025-10-18,14,autumn,0,0
C,2025-10-18,14,autumn,0,0
D,2025-10-18,14,autumn,0,0
E,2025-10-18,14,autumn,0,0
F,2025-10-18,14,autumn,0,0
G,2025-10-18,14,autumn,0,0
A,2025-10-18,15,autumn,2,0
B,2025-10-18,15,autumn,1,0
C,2025-10-18,15,autumn,0,0
D,2025-10-18,15,autumn,0,0
E,2025-10-18,15,autumn,0,0
F,2025-10-18,15,autumn,0,0
G,2025-10-18,15,autumn,2,0
A,2025-10-18,16,autumn,0,0
B,2025-10-18,16,autumn,0,0
C,2025-10-18,16,autumn,0,0
D,2025-10-18,16,autumn,0,0
E,2025-10-18,16,autumn,2,0
F,2025-10-18,16,autumn,0,0
G,2025-10-18,16,autumn,1,0
A,2025-10-18,17,autumn,0,0
B,2025-10-18,17,autumn,0,0
C,2025-10-18,17,autumn,0,0
D,2025-10-18,17,autumn,0,0
E,2025-10-18,17,autumn,0,0
F,2025-10-18,17,autumn,0,0
G,2025-10-18,17,autumn,0,0
A,2025-10-18,18,autumn,0,0
B,2025-10-18,18,autumn,0,0
C,2025-10-18,18,autumn,0,0
D,2025-10-18,18,autumn,0,0
E,2025-10-18,18,autumn,0,0
F,2025-10-18,18,autumn,0,0
G,2025-10-18,18,autumn,0,0
A,2025-10-18,19,autumn,0,0
B,2025-10-18,19,autumn,0,0
C,2025-10-18,19,autumn,0,0
D,2025-10-18,19,autumn,0,0
E,2025-10-18,19,autumn,0,0
F,2025-10-18,19,autumn,0,0
G,2025-10-18,19,autumn,0,0
A,2025-10-18,20,autumn,0,0
B,2025-10-18,20,autumn,0,0
C,2025-10-18,20,autumn,0,0
D,2025-10-18,20,autumn,0,0
E,2025-10-18,20,autumn,0,0
F,2025-10-18,20,autumn,0,0
G,2025-10-18,20,autumn,0,0
A,2025-10-18,21,autumn,0,0
B,2025-10-18,21,autumn,0,0
C,2025-10-18,21,autumn,0,0
D,2025-10-18,21,autumn,0,0
E,2025-10-18,21,autumn,0,0
F,2025-10-18,21,autumn,0,0
G,2025-10-18,21,autumn,0,0
A,2025-10-18,22,autumn,0,0
B,2025-10-18,22,autumn,0,0
C,2025-10-18,22,autumn,0,0
D,2025-10-18,22,autumn,0,0
E,2025-10-18,22,autumn,0,0
F,2025-10-18,22,autumn,0,0
G,2025-10-18,22,autumn,0,0
A,2025-10-18,23,autumn,0,0
B,2025-10-18,23,autumn,0,0
C,2025-10-18,23,autumn,0,0
D,2025-10-18,23,autumn,0,0
E,2025-10-18,23,autumn,0,0
F,2025-10-18,23,autumn,0,0
G,2025-10-18,23,autumn,0,0
A,2025-10-19,0,autumn,0,0
B,2025-10-19,0,autumn,0,0
C,2025-10-19,0,autumn,0,0
D,2025-10-19,0,autumn,0,0
E,2025-10-19,0,autumn,0,0
F,2025-10-19,0,autumn,0,0
G,2025-10-19,0,autumn,0,0
A,2025-10-19,1,autumn,0,0
B,2025-10-19,1,autumn,0,0
C,2025-10-19,1,autumn,0,0
D,2025-10-19,1,autumn,0,0
E,2025-10-19,1,autumn,0,0
F,2025-10-19,1,autumn,0,0
G,2025-10-19,1,autumn,0,0
A,2025-10-19,2,autumn,0,0
B,2025-10-19,2,autumn,0,0
C,2025-10-19,2,autumn,0,0
D,2025-10-19,2,autumn,0,0
E,2025-10-19,2,autumn,0,0
F,2025-10-19,2,autumn,0,0
G,2025-10-19,2,autumn,0,0
A,2025-10-19,3,autumn,0,0
B,2025-10-19,3,autumn,0,0
C,2025-10-19,3,autumn,0,0
D,2025-10-19,3,autumn,0,0
E,2025-10-19,3,autumn,0,0
F,2025-10-19,3,autumn,0,0
G,2025-10-19,3,autumn,0,0
A,2025-10-19,4,autumn,0,0
B,2025-10-19,4,autumn,0,0
C,2025-10-19,4,autumn,0,0
D,2025-10-19,4,autumn,0,0
E,2025-10-19,4,autumn,0,0
F,2025-10-19,4,autumn,0,0
G,2025-10-19,4,autumn,0,0
A,2025-10-19,5,autumn,0,0
B,2025-10-19,5,autumn,0,0
C,2025-10-19,5,autumn,0,0
D,2025-10-19,5,autumn,0,0
E,2025-10-19,5,autumn,0,0
F,2025-10-19,5,autumn,0,0
G,2025-10-19,5,autumn,0,0
A,2025-10-19,6,autumn,0,0
B,2025-10-19,6,autumn,0,0
C,2025-10-19,6,autumn,0,0
D,2025-10-19,6,autumn,0,0
E,2025-10-19,6,autumn,0,0
F,2025-10-19,6,autumn,0,0
G,2025-10-19,6,autumn,0,0
A,2025-10-19,7,autumn,1,0
B,2025-10-19,7,autumn,0,0
C,2025-10-19,7,autumn,0,0
D,2025-10-19,7,autumn,0,0
E,2025-10-19,7,autumn,0,0
F,2025-10-19,7,autumn,0,0
G,2025-10-19,7,autumn,0,0
A,2025-10-19,8,autumn,0,0
B,2025-10-19,8,autumn,1,0
C,2025-10-19,8,autumn,0,0
D,2025-10-19,8,autumn,0,0
E,2025-10-19,8,autumn,0,0
F,2025-10-19,8,autumn,0,0
G,2025-10-19,8,autumn,0,0
A,2025-10-19,9,autumn,1,0
B,2025-10-19,9,autumn,2,1
C,2025-10-19,9,autumn,0,0
D,2025-10-19,9,autumn,0,0
E,2025-10-19,9,autumn,2,0
F,2025-10-19,9,autumn,0,0
G,2025-10-19,9,autumn,0,0
A,2025-10-19,10,autumn,3,0
B,2025-10-19,10,autumn,5,1
C,2025-10-19,10,autumn,0,0
D,2025-10-19,10,autumn,0,0
E,2025-10-19,10,autumn,2,1
F,2025-10-19,10,autumn,3,1
G,2025-10-19,10,autumn,1,0
A,2025-10-19,11,autumn,2,0
B,2025-10-19,11,autumn,2,0
C,2025-10-19,11,autumn,4,1
D,2025-10-19,11,autumn,2,0
E,2025-10-19,11,autumn,4,1
F,2025-10-19,11,autumn,5,0
G,2025-10-19,11,autumn,1,0
A,2025-10-19,12,autumn,1,0
B,2025-10-19,12,autumn,4,1
C,2025-10-19,12,autumn,1,0
D,2025-10-19,12,autumn,2,0
E,2025-10-19,12,autumn,1,0
F,2025-10-19,12,autumn,1,0
G,2025-10-19,12,autumn,4,1
A,2025-10-19,13,autumn,2,0
B,2025-10-19,13,autumn,3,1
C,2025-10-19,13,autumn,2,0
D,2025-10-19,13,autumn,7,1
E,2025-10-19,13,autumn,2,0
F,2025-10-19,13,autumn,0,0
G,2025-10-19,13,autumn,0,0
A,2025-10-19,14,autumn,2,0
B,2025-10-19,14,autumn,3,1
C,2025-10-19,14,autumn,1,0
D,2025-10-19,14,autumn,0,0
E,2025-10-19,14,autumn,4,1
F,2025-10-19,14,autumn,0,0
G,2025-10-19,14,autumn,0,0
A,2025-10-19,15,autumn,2,0
B,2025-10-19,15,autumn,6,1
C,2025-10-19,15,autumn,0,0
D,2025-10-19,15,autumn,3,1
E,2025-10-19,15,autumn,4,1
F,2025-10-19,15,autumn,0,0
G,2025-10-19,15,autumn,0,0
A,2025-10-19,16,autumn,5,1
B,2025-10-19,16,autumn,4,1
C,2025-10-19,16,autumn,2,0
D,2025-10-19,16,autumn,6,1
E,2025-10-19,16,autumn,5,1
F,2025-10-19,16,autumn,1,0
G,2025-10-19,16,autumn,0,0
A,2025-10-19,17,autumn,1,0
B,2025-10-19,17,autumn,2,0
C,2025-10-19,17,autumn,1,0
D,2025-10-19,17,autumn,3,1
E,2025-10-19,17,autumn,2,0
F,2025-10-19,17,autumn,2,0
G,2025-10-19,17,autumn,4,1
A,2025-10-19,18,autumn,3,0
B,2025-10-19,18,autumn,4,1
C,2025-10-19,18,autumn,2,1
D,2025-10-19,18,autumn,6,1
E,2025-10-19,18,autumn,4,1
F,2025-10-19,18,autumn,4,1
G,2025-10-19,18,autumn,3,1
A,2025-10-19,19,autumn,3,0
B,2025-10-19,19,autumn,3,0
C,2025-10-19,19,autumn,3,0
D,2025-10-19,19,autumn,0,0
E,2025-10-19,19,autumn,4,1
F,2025-10-19,19,autumn,0,0
G,2025-10-19,19,autumn,2,0
A,2025-10-19,20,autumn,3,0
B,2025-10-19,20,autumn,1,0
C,2025-10-19,20,autumn,1,0
D,2025-10-19,20,autumn,3,1
E,2025-10-19,20,autumn,0,0
F,2025-10-19,20,autumn,0,0
G,2025-10-19,20,autumn,1,0
A,2025-10-19,21,autumn,1,0
B,2025-10-19,21,autumn,2,1
C,2025-10-19,21,autumn,0,0
D,2025-10-19,21,autumn,4,1
E,2025-10-19,21,autumn,2,1
F,2025-10-19,21,autumn,0,0
G,2025-10-19,21,autumn,4,1
A,2025-10-19,22,autumn,0,0
B,2025-10-19,22,autumn,0,0
C,2025-10-19,22,autumn,0,0
D,2025-10-19,22,autumn,0,0
E,2025-10-19,22,autumn,0,0
F,2025-10-19,22,autumn,0,0
G,2025-10-19,22,autumn,1,0
A,2025-10-19,23,autumn,0,0
B,2025-10-19,23,autumn,0,0
C,2025-10-19,23,autumn,0,0
D,2025-10-19,23,autumn,0,0
E,2025-10-19,23,autumn,0,0
F,2025-10-19,23,autumn,0,0
G,2025-10-19,23,autumn,0,0
A,2025-10-20,0,autumn,0,0
B,2025-10-20,0,autumn,0,0
C,2025-10-20,0,autumn,0,0
D,2025-10-20,0,autumn,0,0
E,2025-10-20,0,autumn,0,0
F,2025-10-20,0,autumn,0,0
G,2025-10-20,0,autumn,0,0
A,2025-10-20,1,autumn,0,0
B,2025-10-20,1,autumn,0,0
C,2025-10-20,1,autumn,0,0
D,2025-10-20,1,autumn,0,0
E,2025-10-20,1,autumn,0,0
F,2025-10-20,1,autumn,0,0
G,2025-10-20,1,autumn,0,0
A,2025-10-20,2,autumn,0,0
B,2025-10-20,2,autumn,0,0
C,2025-10-20,2,autumn,0,0
D,2025-10-20,2,autumn,0,0
E,2025-10-20,2,autumn,0,0
F,2025-10-20,2,autumn,0,0
G,2025-10-20,2,autumn,1,0
A,2025-10-20,3,autumn,2,1
B,2025-10-20,3,autumn,2,1
C,2025-10-20,3,autumn,0,0
D,2025-10-20,3,autumn,0,0
E,2025-10-20,3,autumn,2,1
F,2025-10-20,3,autumn,0,0
G,2025-10-20,3,autumn,4,1
A,2025-10-20,4,autumn,6,1
B,2025-10-20,4,autumn,5,1
C,2025-10-20,4,autumn,5,1
D,2025-10-20,4,autumn,3,1
E,2025-10-20,4,autumn,2,1
F,2025-10-20,4,autumn,0,0
G,2025-10-20,4,autumn,0,0
A,2025-10-20,5,autumn,0,0
B,2025-10-20,5,autumn,0,0
C,2025-10-20,5,autumn,1,0
D,2025-10-20,5,autumn,0,0
E,2025-10-20,5,autumn,4,1
F,2025-10-20,5,autumn,4,1
G,2025-10-20,5,autumn,1,0
A,2025-10-20,6,autumn,3,1
B,2025-10-20,6,autumn,3,1
C,2025-10-20,6,autumn,1,0
D,2025-10-20,6,autumn,4,1
E,2025-10-20,6,autumn,2,0
F,2025-10-20,6,autumn,4,1
G,2025-10-20,6,autumn,6,1
A,2025-10-20,7,autumn,6,1
B,2025-10-20,7,autumn,7,1
C,2025-10-20,7,autumn,2,0
D,2025-10-20,7,autumn,6,1
E,2025-10-20,7,autumn,5,1
F,2025-10-20,7,autumn,2,0
G,2025-10-20,7,autumn,1,0
A,2025-10-20,8,autumn,2,0
B,2025-10-20,8,autumn,3,1
C,2025-10-20,8,autumn,0,0
D,2025-10-20,8,autumn,0,0
E,2025-10-20,8,autumn,0,0
F,2025-10-20,8,autumn,0,0
G,2025-10-20,8,autumn,0,0
A,2025-10-20,9,autumn,1,0
B,2025-10-20,9,autumn,2,1
C,2025-10-20,9,autumn,0,0
D,2025-10-20,9,autumn,4,1
E,2025-10-20,9,autumn,4,1
F,2025-10-20,9,autumn,0,0
G,2025-10-20,9,autumn,1,0
A,2025-10-20,10,autumn,3,0
B,2025-10-20,10,autumn,3,1
C,2025-10-20,10,autumn,0,0
D,2025-10-20,10,autumn,1,0
E,2025-10-20,10,autumn,0,0
F,2025-10-20,10,autumn,3,1
G,2025-10-20,10,autumn,2,0
A,2025-10-20,11,autumn,2,0
B,2025-10-20,11,autumn,0,0
C,2025-10-20,11,autumn,0,0
D,2025-10-20,11,autumn,0,0
E,2025-10-20,11,autumn,0,0
F,2025-10-20,11,autumn,5,0
G,2025-10-20,11,autumn,0,0
A,2025-10-20,12,autumn,1,0
B,2025-10-20,12,autumn,2,0
C,2025-10-20,12,autumn,0,0
D,2025-10-20,12,autumn,2,0
E,2025-10-20,12,autumn,1,0
F,2025-10-20,12,autumn,1,0
G,2025-10-20,12,autumn,4,1
A,2025-10-20,13,autumn,2,0
B,2025-10-20,13,autumn,2,0
C,2025-10-20,13,autumn,2,0
D,2025-10-20,13,autumn,5,1
E,2025-10-20,13,autumn,2,0
F,2025-10-20,13,autumn,0,0
G,2025-10-20,13,autumn,0,0
A,2025-10-20,14,autumn,2,0
B,2025-10-20,14,autumn,4,1
C,2025-10-20,14,autumn,1,0
D,2025-10-20,14,autumn,0,0
E,2025-10-20,14,autumn,4,1
F,2025-10-20,14,autumn,0,0
G,2025-10-20,14,autumn,0,0
A,2025-10-20,15,autumn,2,0
B,2025-10-20,15,autumn,5,1
C,2025-10-20,15,autumn,0,0
D,2025-10-20,15,autumn,3,1
E,2025-10-20,15,autumn,3,1
F,2025-10-20,15,autumn,0,0
G,2025-10-20,15,autumn,0,0
A,2025-10-20,16,autumn,5,1
B,2025-10-20,16,autumn,4,1
C,2025-10-20,16,autumn,2,0
D,2025-10-20,16,autumn,6,1
E,2025-10-20,16,autumn,3,0
F,2025-10-20,16,autumn,1,0
G,2025-10-20,16,autumn,0,0
A,2025-10-20,17,autumn,1,0
B,2025-10-20,17,autumn,2,0
C,2025-10-20,17,autumn,1,0
D,2025-10-20,17,autumn,3,1
E,2025-10-20,17,autumn,2,0
F,2025-10-20,17,autumn,2,0
G,2025-10-20,17,autumn,4,1
A,2025-10-20,18,autumn,3,0
B,2025-10-20,18,autumn,3,1
C,2025-10-20,18,autumn,2,1
D,2025-10-20,18,autumn,6,1
E,2025-10-20,18,autumn,4,1
F,2025-10-20,18,autumn,4,1
G,2025-10-20,18,autumn,3,1
A,2025-10-20,19,autumn,3,0
B,2025-10-20,19,autumn,3,0
C,2025-10-20,19,autumn,3,0
D,2025-10-20,19,autumn,0,0
E,2025-10-20,19,autumn,4,1
F,2025-10-20,19,autumn,0,0
G,2025-10-20,19,autumn,2,0
A,2025-10-20,20,autumn,3,0
B,2025-10-20,20,autumn,1,0
C,2025-10-20,20,autumn,1,0
D,2025-10-20,20,autumn,3,1
E,2025-10-20,20,autumn,0,0
F,2025-10-20,20,autumn,0,0
G,2025-10-20,20,autumn,1,0
A,2025-10-20,21,autumn,1,0
B,2025-10-20,21,autumn,1,0
C,2025-10-20,21,autumn,0,0
D,2025-10-20,21,autumn,2,1
E,2025-10-20,21,autumn,2,1
F,2025-10-20,21,autumn,0,0
G,2025-10-20,21,autumn,4,1
A,2025-10-20,22,autumn,0,0
B,2025-10-20,22,autumn,0,0
C,2025-10-20,22,autumn,0,0
D,2025-10-20,22,autumn,0,0
E,2025-10-20,22,autumn,0,0
F,2025-10-20,22,autumn,0,0
G,2025-10-20,22,autumn,1,0
A,2025-10-20,23,autumn,0,0
B,2025-10-20,23,autumn,0,0
C,2025-10-20,23,autumn,0,0
D,2025-10-20,23,autumn,0,0
E,2025-10-20,23,autumn,0,0
F,2025-10-20,23,autumn,0,0
G,2025-10-20,23,autumn,0,0
A,2025-10-21,0,autumn,0,0
B,2025-10-21,0,autumn,0,0
C,2025-10-21,0,autumn,0,0
D,2025-10-21,0,autumn,0,0
E,2025-10-21,0,autumn,0,0
F,2025-10-21,0,autumn,0,0
G,2025-10-21,0,autumn,0,0
A,2025-10-21,1,autumn,0,0
B,2025-10-21,1,autumn,0,0
C,2025-10-21,1,autumn,0,0
D,2025-10-21,1,autumn,0,0
E,2025-10-21,1,autumn,0,0
F,2025-10-21,1,autumn,0,0
G,2025-10-21,1,autumn,0,0
A,2025-10-21,2,autumn,0,0
B,2025-10-21,2,autumn,0,0
C,2025-10-21,2,autumn,0,0
D,2025-10-21,2,autumn,0,0
E,2025-10-21,2,autumn,0,0
F,2025-10-21,2,autumn,0,0
G,2025-10-21,2,autumn,1,0
A,2025-10-21,3,autumn,2,1
B,2025-10-21,3,autumn,2,1
C,2025-10-21,3,autumn,0,0
D,2025-10-21,3,autumn,0,0
E,2025-10-21,3,autumn,2,1
F,2025-10-21,3,autumn,0,0
G,2025-10-21,3,autumn,4,1
A,2025-10-21,4,autumn,6,1
B,2025-10-21,4,autumn,5,1
C,2025-10-21,4,autumn,5,1
D,2025-10-21,4,autumn,3,1
E,2025-10-21,4,autumn,2,1
F,2025-10-21,4,autumn,0,0
G,2025-10-21,4,autumn,0,0
A,2025-10-21,5,autumn,0,0
B,2025-10-21,5,autumn,0,0
C,2025-10-21,5,autumn,1,0
D,2025-10-21,5,autumn,0,0
E,2025-10-21,5,autumn,4,1
F,2025-10-21,5,autumn,4,1
G,2025-10-21,5,autumn,1,0
A,2025-10-21,6,autumn,3,1
B,2025-10-21,6,autumn,3,1
C,2025-10-21,6,autumn,1,0
D,2025-10-21,6,autumn,4,1
E,2025-10-21,6,autumn,2,0
F,2025-10-21,6,autumn,4,1
G,2025-10-21,6,autumn,6,1
A,2025-10-21,7,autumn,6,1
B,2025-10-21,7,autumn,7,1
C,2025-10-21,7,autumn,2,0
D,2025-10-21,7,autumn,6,1
E,2025-10-21,7,autumn,5,1
F,2025-10-21,7,autumn,2,0
G,2025-10-21,7,autumn,1,0
A,2025-10-21,8,autumn,2,0
B,2025-10-21,8,autumn,3,1
C,2025-10-21,8,autumn,0,0
D,2025-10-21,8,autumn,0,0
E,2025-10-21,8,autumn,0,0
F,2025-10-21,8,autumn,0,0
G,2025-10-21,8,autumn,0,0
A,2025-10-21,9,autumn,1,0
B,2025-10-21,9,autumn,3,1
C,2025-10-21,9,autumn,0,0
D,2025-10-21,9,autumn,4,1
E,2025-10-21,9,autumn,4,1
F,2025-10-21,9,autumn,0,0
G,2025-10-21,9,autumn,1,0
A,2025-10-21,10,autumn,3,0
B,2025-10-21,10,autumn,3,1
C,2025-10-21,10,autumn,0,0
D,2025-10-21,10,autumn,1,0
E,2025-10-21,10,autumn,0,0
F,2025-10-21,10,autumn,3,1
G,2025-10-21,10,autumn,2,0
A,2025-10-21,11,autumn,2,0
B,2025-10-21,11,autumn,0,0
C,2025-10-21,11,autumn,0,0
D,2025-10-21,11,autumn,0,0
E,2025-10-21,11,autumn,0,0
F,2025-10-21,11,autumn,5,0
G,2025-10-21,11,autumn,0,0
A,2025-10-21,12,autumn,1,0
B,2025-10-21,12,autumn,2,0
C,2025-10-21,12,autumn,0,0
D,2025-10-21,12,autumn,2,0
E,2025-10-21,12,autumn,1,0
F,2025-10-21,12,autumn,1,0
G,2025-10-21,12,autumn,4,1
A,2025-10-21,13,autumn,2,0
B,2025-10-21,13,autumn,2,0
C,2025-10-21,13,autumn,2,0
D,2025-10-21,13,autumn,5,1
E,2025-10-21,13,autumn,2,0
F,2025-10-21,13,autumn,0,0
G,2025-10-21,13,autumn,0,0
A,2025-10-21,14,autumn,2,0
B,2025-10-21,14,autumn,4,1
C,2025-10-21,14,autumn,1,0
D,2025-10-21,14,autumn,0,0
E,2025-10-21,14,autumn,4,1
F,2025-10-21,14,autumn,0,0
G,2025-10-21,14,autumn,0,0
A,2025-10-21,15,autumn,2,0
B,2025-10-21,15,autumn,5,1
C,2025-10-21,15,autumn,0,0
D,2025-10-21,15,autumn,3,1
E,2025-10-21,15,autumn,3,1
F,2025-10-21,15,autumn,0,0
G,2025-10-21,15,autumn,0,0
A,2025-10-21,16,autumn,5,1
B,2025-10-21,16,autumn,4,1
C,2025-10-21,16,autumn,2,0
D,2025-10-21,16,autumn,6,1
E,2025-10-21,16,autumn,3,0
F,2025-10-21,16,autumn,1,0
G,2025-10-21,16,autumn,0,0
A,2025-10-21,17,autumn,1,0
B,2025-10-21,17,autumn,2,0
C,2025-10-21,17,autumn,1,0
D,2025-10-21,17,autumn,3,1
E,2025-10-21,17,autumn,2,0
F,2025-10-21,17,autumn,2,0
G,2025-10-21,17,autumn,4,1
A,2025-10-21,18,autumn,3,0
B,2025-10-21,18,autumn,3,1
C,2025-10-21,18,autumn,2,1
D,2025-10-21,18,autumn,6,1
E,2025-10-21,18,autumn,4,1
F,2025-10-21,18,autumn,4,1
G,2025-10-21,18,autumn,3,1
A,2025-10-21,19,autumn,3,0
B,2025-10-21,19,autumn,3,0
C,2025-10-21,19,autumn,3,0
D,2025-10-21,19,autumn,0,0
E,2025-10-21,19,autumn,4,1
F,2025-10-21,19,autumn,0,0
G,2025-10-21,19,autumn,2,0
A,2025-10-21,20,autumn,3,0
B,2025-10-21,20,autumn,1,0
C,2025-10-21,20,autumn,1,0
D,2025-10-21,20,autumn,3,1
E,2025-10-21,20,autumn,0,0
F,2025-10-21,20,autumn,0,0
G,2025-10-21,20,autumn,1,0
A,2025-10-21,21,autumn,1,0
B,2025-10-21,21,autumn,1,0
C,2025-10-21,21,autumn,0,0
D,2025-10-21,21,autumn,2,1
E,2025-10-21,21,autumn,2,1
F,2025-10-21,21,autumn,0,0
G,2025-10-21,21,autumn,4,1
A,2025-10-21,22,autumn,0,0
B,2025-10-21,22,autumn,0,0
C,2025-10-21,22,autumn,0,0
D,2025-10-21,22,autumn,0,0
E,2025-10-21,22,autumn,0,0
F,2025-10-21,22,autumn,0,0
G,2025-10-21,22,autumn,1,0
A,2025-10-21,23,autumn,0,0
B,2025-10-21,23,autumn,0,0
C,2025-10-21,23,autumn,0,0
D,2025-10-21,23,autumn,0,0
E,2025-10-21,23,autumn,0,0
F,2025-10-21,23,autumn,0,0
G,2025-10-21,23,autumn,0,0
A,2025-10-22,0,autumn,0,0
B,2025-10-22,0,autumn,0,0
C,2025-10-22,0,autumn,0,0
D,2025-10-22,0,autumn,0,0
E,2025-10-22,0,autumn,0,0
F,2025-10-22,0,autumn,0,0
G,2025-10-22,0,autumn,0,0
A,2025-10-22,1,autumn,0,0
B,2025-10-22,1,autumn,0,0
C,2025-10-22,1,autumn,0,0
D,2025-10-22,1,autumn,0,0
E,2025-10-22,1,autumn,0,0
F,2025-10-22,1,autumn,0,0
G,2025-10-22,1,autumn,0,0
A,2025-10-22,2,autumn,0,0
B,2025-10-22,2,autumn,0,0
C,2025-10-22,2,autumn,0,0
D,2025-10-22,2,autumn,0,0
E,2025-10-22,2,autumn,0,0
F,2025-10-22,2,autumn,0,0
G,2025-10-22,2,autumn,1,0
A,2025-10-22,3,autumn,2,1
B,2025-10-22,3,autumn,2,1
C,2025-10-22,3,autumn,0,0
D,2025-10-22,3,autumn,0,0
E,2025-10-22,3,autumn,2,1
F,2025-10-22,3,autumn,0,0
G,2025-10-22,3,autumn,4,1
A,2025-10-22,4,autumn,6,1
B,2025-10-22,4,autumn,5,1
C,2025-10-22,4,autumn,5,1
D,2025-10-22,4,autumn,3,1
E,2025-10-22,4,autumn,2,1
F,2025-10-22,4,autumn,0,0
G,2025-10-22,4,autumn,0,0
A,2025-10-22,5,autumn,0,0
B,2025-10-22,5,autumn,0,0
C,2025-10-22,5,autumn,1,0
D,2025-10-22,5,autumn,0,0
E,2025-10-22,5,autumn,4,1
F,2025-10-22,5,autumn,4,1
G,2025-10-22,5,autumn,1,0
A,2025-10-22,6,autumn,3,1
B,2025-10-22,6,autumn,3,1
C,2025-10-22,6,autumn,1,0
D,2025-10-22,6,autumn,4,1
E,2025-10-22,6,autumn,2,0
F,2025-10-22,6,autumn,4,1
G,2025-10-22,6,autumn,6,1
A,2025-10-22,7,autumn,6,1
B,2025-10-22,7,autumn,7,1
C,2025-10-22,7,autumn,2,0
D,2025-10-22,7,autumn,6,1
E,2025-10-22,7,autumn,3,0
F,2025-10-22,7,autumn,2,0
G,2025-10-22,7,autumn,1,0
A,2025-10-22,8,autumn,2,0
B,2025-10-22,8,autumn,3,1
C,2025-10-22,8,autumn,0,0
D,2025-10-22,8,autumn,0,0
E,2025-10-22,8,autumn,0,0
F,2025-10-22,8,autumn,0,0
G,2025-10-22,8,autumn,0,0
A,2025-10-22,9,autumn,1,0
B,2025-10-22,9,autumn,3,1
C,2025-10-22,9,autumn,0,0
D,2025-10-22,9,autumn,4,1
E,2025-10-22,9,autumn,4,1
F,2025-10-22,9,autumn,0,0
G,2025-10-22,9,autumn,1,0
A,2025-10-22,10,autumn,3,0
B,2025-10-22,10,autumn,3,1
C,2025-10-22,10,autumn,0,0
D,2025-10-22,10,autumn,1,0
E,2025-10-22,10,autumn,0,0
F,2025-10-22,10,autumn,3,1
G,2025-10-22,10,autumn,2,0
A,2025-10-22,11,autumn,2,0
B,2025-10-22,11,autumn,0,0
C,2025-10-22,11,autumn,0,0
D,2025-10-22,11,autumn,0,0
E,2025-10-22,11,autumn,0,0
F,2025-10-22,11,autumn,5,0
G,2025-10-22,11,autumn,0,0
A,2025-10-22,12,autumn,1,0
B,2025-10-22,12,autumn,2,0
C,2025-10-22,12,autumn,0,0
D,2025-10-22,12,autumn,2,0
E,2025-10-22,12,autumn,1,0
F,2025-10-22,12,autumn,1,0
G,2025-10-22,12,autumn,4,1
A,2025-10-22,13,autumn,2,0
B,2025-10-22,13,autumn,2,0
C,2025-10-22,13,autumn,2,0
D,2025-10-22,13,autumn,5,1
E,2025-10-22,13,autumn,2,0
F,2025-10-22,13,autumn,0,0
G,2025-10-22,13,autumn,0,0
A,2025-10-22,14,autumn,2,0
B,2025-10-22,14,autumn,4,1
C,2025-10-22,14,autumn,1,0
D,2025-10-22,14,autumn,0,0
E,2025-10-22,14,autumn,4,1
F,2025-10-22,14,autumn,0,0
G,2025-10-22,14,autumn,0,0
A,2025-10-22,15,autumn,2,0
B,2025-10-22,15,autumn,5,1
C,2025-10-22,15,autumn,0,0
D,2025-10-22,15,autumn,3,1
E,2025-10-22,15,autumn,3,1
F,2025-10-22,15,autumn,0,0
G,2025-10-22,15,autumn,0,0
A,2025-10-22,16,autumn,5,1
B,2025-10-22,16,autumn,4,1
C,2025-10-22,16,autumn,2,0
D,2025-10-22,16,autumn,6,1
E,2025-10-22,16,autumn,3,0
F,2025-10-22,16,autumn,1,0
G,2025-10-22,16,autumn,0,0
A,2025-10-22,17,autumn,1,0
B,2025-10-22,17,autumn,2,0
C,2025-10-22,17,autumn,1,0
D,2025-10-22,17,autumn,3,1
E,2025-10-22,17,autumn,2,0
F,2025-10-22,17,autumn,2,0
G,2025-10-22,17,autumn,4,1
A,2025-10-22,18,autumn,3,0
B,2025-10-22,18,autumn,3,1
C,2025-10-22,18,autumn,2,1
D,2025-10-22,18,autumn,6,1
E,2025-10-22,18,autumn,4,1
F,2025-10-22,18,autumn,4,1
G,2025-10-22,18,autumn,3,1
A,2025-10-22,19,autumn,3,0
B,2025-10-22,19,autumn,3,0
C,2025-10-22,19,autumn,3,0
D,2025-10-22,19,autumn,0,0
E,2025-10-22,19,autumn,4,1
F,2025-10-22,19,autumn,0,0
G,2025-10-22,19,autumn,2,0
